subject,verb,object,time,amount,mask
User 11311,sold,laptop,2024-01-05,3681,"[1, 1, 1, 1, 1]"
User 08300,sold,laptop,2025-05-06,2661,"[1, 1, 1, 1, 1]"
User 04235,sold,product,2022-08-31,533,"[1, 1, 1, 1, 1]"
User 05859,sold,laptop,2023-11-08,2247,"[1, 1, 1, 1, 1]"
User 25456,bought,product,2025-07-01,-1,"[1, 1, 1, 1, 0]"
User 73208,paid,product,2025-06-23,-1,"[1, 1, 1, 1, 0]"
User 75543,ordered,book,2024-05-07,2402,"[1, 1, 1, 1, 1]"
User 48630,cancelled,phone,2024-12-21,-1,"[1, 1, 1, 1, 0]"
User 76100,cancelled,product,[PAD],1807,"[1, 1, 1, 0, 1]"
User 14311,paid,book,2025-11-22,3442,"[1, 1, 1, 1, 1]"
User 01871,returned,laptop,2023-10-27,-1,"[1, 1, 1, 1, 0]"
User 39712,sold,accessory,2023-08-28,-1,"[1, 1, 1, 1, 0]"
User 46809,returned,accessory,2023-10-09,-1,"[1, 1, 1, 1, 0]"
User 02074,returned,product,2022-08-21,-3616,"[1, 1, 1, 1, 1]"
User 48955,ordered,book,2024-04-14,4457,"[1, 1, 1, 1, 1]"
User 11545,ordered,service,2025-03-12,644,"[1, 1, 1, 1, 1]"
User 43224,ordered,service,2025-10-04,1951,"[1, 1, 1, 1, 1]"
User 78058,bought,book,2022-10-07,1198,"[1, 1, 1, 1, 1]"
User 32768,ordered,laptop,2022-11-21,-1,"[1, 1, 1, 1, 0]"
User 71181,paid,laptop,2022-11-30,3500,"[1, 1, 1, 1, 1]"
User 56226,returned,accessory,2023-08-18,-4578,"[1, 1, 1, 1, 1]"
User 46402,cancelled,accessory,2024-06-29,4397,"[1, 1, 1, 1, 1]"
User 71253,ordered,accessory,2025-11-04,4377,"[1, 1, 1, 1, 1]"
User 78595,returned,laptop,2025-02-25,-3220,"[1, 1, 1, 1, 1]"
User 90302,paid,service,2025-10-28,1851,"[1, 1, 1, 1, 1]"
User 35085,bought,laptop,2022-12-02,4270,"[1, 1, 1, 1, 1]"
User 30037,returned,phone,2025-10-12,-3791,"[1, 1, 1, 1, 1]"
User 10075,cancelled,book,[PAD],4011,"[1, 1, 1, 0, 1]"
User 80739,ordered,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 48884,bought,product,2022-07-06,1745,"[1, 1, 1, 1, 1]"
User 67364,ordered,accessory,2022-05-27,-1,"[1, 1, 1, 1, 0]"
User 53366,bought,book,2022-02-20,4066,"[1, 1, 1, 1, 1]"
User 30500,ordered,laptop,2023-08-09,-1,"[1, 1, 1, 1, 0]"
User 43551,returned,phone,[PAD],-293,"[1, 1, 1, 0, 1]"
User 98879,sold,accessory,2024-09-08,-1,"[1, 1, 1, 1, 0]"
User 76755,returned,service,2022-02-03,-532,"[1, 1, 1, 1, 1]"
User 28212,cancelled,phone,2025-02-06,2032,"[1, 1, 1, 1, 1]"
User 84472,ordered,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 29132,returned,phone,2022-04-11,-1801,"[1, 1, 1, 1, 1]"
User 66254,paid,phone,2025-05-12,147,"[1, 1, 1, 1, 1]"
User 12993,bought,product,2024-06-24,2650,"[1, 1, 1, 1, 1]"
User 15943,returned,accessory,2023-08-24,-2226,"[1, 1, 1, 1, 1]"
User 64978,returned,phone,2023-08-26,-1,"[1, 1, 1, 1, 0]"
User 47971,paid,phone,2025-08-11,2463,"[1, 1, 1, 1, 1]"
User 26392,ordered,service,2025-06-29,-1,"[1, 1, 1, 1, 0]"
User 65327,sold,service,[PAD],2300,"[1, 1, 1, 0, 1]"
User 97921,cancelled,accessory,2022-01-12,882,"[1, 1, 1, 1, 1]"
User 97770,cancelled,product,[PAD],879,"[1, 1, 1, 0, 1]"
User 85725,sold,laptop,[PAD],4107,"[1, 1, 1, 0, 1]"
User 84341,cancelled,book,2023-02-05,4029,"[1, 1, 1, 1, 1]"
User 64843,sold,phone,2024-09-01,2049,"[1, 1, 1, 1, 1]"
User 39368,returned,product,2025-05-06,-1,"[1, 1, 1, 1, 0]"
User 33682,returned,phone,2022-05-31,-3646,"[1, 1, 1, 1, 1]"
User 74614,paid,product,[PAD],4905,"[1, 1, 1, 0, 1]"
User 61202,paid,phone,2022-09-07,2758,"[1, 1, 1, 1, 1]"
User 49366,sold,laptop,2022-08-04,4917,"[1, 1, 1, 1, 1]"
User 17665,returned,laptop,2024-10-29,-1,"[1, 1, 1, 1, 0]"
User 08298,returned,service,2025-02-01,-2764,"[1, 1, 1, 1, 1]"
User 07272,sold,phone,2025-07-21,-1,"[1, 1, 1, 1, 0]"
User 12548,sold,accessory,2023-03-21,261,"[1, 1, 1, 1, 1]"
User 21765,bought,service,2023-10-30,3126,"[1, 1, 1, 1, 1]"
User 92450,ordered,book,2025-12-20,4558,"[1, 1, 1, 1, 1]"
User 47399,cancelled,product,2025-07-05,1076,"[1, 1, 1, 1, 1]"
User 57991,returned,phone,2024-07-26,-185,"[1, 1, 1, 1, 1]"
User 14027,sold,book,2025-04-02,-1,"[1, 1, 1, 1, 0]"
User 82351,ordered,phone,2023-03-04,3421,"[1, 1, 1, 1, 1]"
User 25405,paid,service,2024-04-06,4581,"[1, 1, 1, 1, 1]"
User 09855,bought,book,2024-02-27,1781,"[1, 1, 1, 1, 1]"
User 52370,bought,laptop,2025-11-21,770,"[1, 1, 1, 1, 1]"
User 56598,sold,product,2022-11-23,236,"[1, 1, 1, 1, 1]"
User 19086,sold,accessory,2022-09-29,4085,"[1, 1, 1, 1, 1]"
User 70952,paid,accessory,2024-01-10,4227,"[1, 1, 1, 1, 1]"
User 44314,cancelled,laptop,2023-06-03,-1,"[1, 1, 1, 1, 0]"
User 50291,bought,accessory,2025-01-02,2364,"[1, 1, 1, 1, 1]"
User 65300,ordered,laptop,2022-06-02,4061,"[1, 1, 1, 1, 1]"
User 02436,returned,product,2025-12-06,-1,"[1, 1, 1, 1, 0]"
User 34312,sold,service,2023-08-08,212,"[1, 1, 1, 1, 1]"
User 65703,bought,laptop,2024-09-29,-1,"[1, 1, 1, 1, 0]"
User 16070,paid,accessory,2022-03-04,2243,"[1, 1, 1, 1, 1]"
User 22296,returned,service,2024-04-22,-1,"[1, 1, 1, 1, 0]"
User 63276,sold,phone,2023-03-24,1359,"[1, 1, 1, 1, 1]"
User 59471,sold,phone,2022-05-14,2741,"[1, 1, 1, 1, 1]"
User 60992,ordered,product,2022-07-17,4368,"[1, 1, 1, 1, 1]"
User 21926,paid,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 83811,bought,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 11962,paid,laptop,2022-09-18,-1,"[1, 1, 1, 1, 0]"
User 67259,bought,phone,2024-06-08,-1,"[1, 1, 1, 1, 0]"
User 10639,cancelled,accessory,2024-07-07,-1,"[1, 1, 1, 1, 0]"
User 31446,returned,laptop,2025-07-04,-1,"[1, 1, 1, 1, 0]"
User 10726,ordered,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 75306,ordered,laptop,2022-12-11,4065,"[1, 1, 1, 1, 1]"
User 15194,returned,laptop,2024-04-08,-1110,"[1, 1, 1, 1, 1]"
User 49196,bought,book,2024-02-10,-1,"[1, 1, 1, 1, 0]"
User 54810,cancelled,phone,[PAD],3870,"[1, 1, 1, 0, 1]"
User 71030,ordered,accessory,[PAD],4280,"[1, 1, 1, 0, 1]"
User 17110,sold,book,2024-05-24,2344,"[1, 1, 1, 1, 1]"
User 55160,ordered,laptop,2025-09-11,3592,"[1, 1, 1, 1, 1]"
User 21947,paid,service,2022-11-17,-1,"[1, 1, 1, 1, 0]"
User 04171,ordered,accessory,2024-06-06,-1,"[1, 1, 1, 1, 0]"
User 05029,sold,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 58936,cancelled,product,[PAD],1462,"[1, 1, 1, 0, 1]"
User 36139,bought,book,2022-10-29,2040,"[1, 1, 1, 1, 1]"
User 18706,ordered,laptop,2022-04-15,4496,"[1, 1, 1, 1, 1]"
User 21074,sold,book,2022-08-11,-1,"[1, 1, 1, 1, 0]"
User 66888,bought,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 62439,cancelled,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 21075,bought,accessory,2023-07-31,2100,"[1, 1, 1, 1, 1]"
User 47332,cancelled,service,2023-02-21,-1,"[1, 1, 1, 1, 0]"
User 58471,bought,book,2025-05-19,2594,"[1, 1, 1, 1, 1]"
User 98607,paid,product,2023-09-20,-1,"[1, 1, 1, 1, 0]"
User 66767,returned,book,2023-11-27,-1,"[1, 1, 1, 1, 0]"
User 08003,sold,accessory,2022-12-04,-1,"[1, 1, 1, 1, 0]"
User 24847,cancelled,phone,2025-05-11,4412,"[1, 1, 1, 1, 1]"
User 27425,ordered,service,2023-11-10,-1,"[1, 1, 1, 1, 0]"
User 10217,cancelled,product,2022-11-09,3192,"[1, 1, 1, 1, 1]"
User 37834,paid,accessory,2023-10-11,572,"[1, 1, 1, 1, 1]"
User 09000,returned,service,2025-06-06,-3691,"[1, 1, 1, 1, 1]"
User 83929,paid,laptop,2022-11-10,-1,"[1, 1, 1, 1, 0]"
User 70696,paid,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 42869,cancelled,service,[PAD],2326,"[1, 1, 1, 0, 1]"
User 39009,cancelled,phone,2024-06-06,3083,"[1, 1, 1, 1, 1]"
User 82196,paid,accessory,2025-10-11,3152,"[1, 1, 1, 1, 1]"
User 38826,ordered,phone,2022-04-27,670,"[1, 1, 1, 1, 1]"
User 39713,bought,accessory,2022-08-03,-1,"[1, 1, 1, 1, 0]"
User 27815,returned,book,2023-04-02,-890,"[1, 1, 1, 1, 1]"
User 96740,paid,service,2024-10-01,4976,"[1, 1, 1, 1, 1]"
User 05191,cancelled,product,2023-08-06,3910,"[1, 1, 1, 1, 1]"
User 52017,paid,book,2025-05-02,2479,"[1, 1, 1, 1, 1]"
User 45016,paid,laptop,2025-06-09,-1,"[1, 1, 1, 1, 0]"
User 87919,cancelled,accessory,2024-02-04,4276,"[1, 1, 1, 1, 1]"
User 95123,ordered,phone,2025-09-13,-1,"[1, 1, 1, 1, 0]"
User 82879,sold,service,2024-11-23,1983,"[1, 1, 1, 1, 1]"
User 27054,bought,service,2022-04-19,-1,"[1, 1, 1, 1, 0]"
User 07438,bought,product,2022-03-10,259,"[1, 1, 1, 1, 1]"
User 38486,paid,laptop,2024-12-27,3973,"[1, 1, 1, 1, 1]"
User 77221,returned,laptop,2025-09-08,-1063,"[1, 1, 1, 1, 1]"
User 03866,bought,phone,2022-03-11,-1,"[1, 1, 1, 1, 0]"
User 48820,returned,service,2023-06-03,-1,"[1, 1, 1, 1, 0]"
User 60104,cancelled,laptop,2025-05-19,1317,"[1, 1, 1, 1, 1]"
User 92804,sold,product,2025-12-06,2526,"[1, 1, 1, 1, 1]"
User 83286,bought,service,2025-03-15,1406,"[1, 1, 1, 1, 1]"
User 16642,ordered,service,2023-05-15,3703,"[1, 1, 1, 1, 1]"
User 28250,paid,product,[PAD],1844,"[1, 1, 1, 0, 1]"
User 13616,returned,service,2025-09-13,-3075,"[1, 1, 1, 1, 1]"
User 25692,ordered,service,2022-05-21,4375,"[1, 1, 1, 1, 1]"
User 45802,sold,accessory,2023-04-11,4712,"[1, 1, 1, 1, 1]"
User 88976,cancelled,book,2022-05-01,2116,"[1, 1, 1, 1, 1]"
User 93614,ordered,laptop,2022-10-03,2145,"[1, 1, 1, 1, 1]"
User 71806,ordered,laptop,2025-10-17,3866,"[1, 1, 1, 1, 1]"
User 92633,sold,product,2023-08-13,-1,"[1, 1, 1, 1, 0]"
User 37784,sold,laptop,2025-08-23,4372,"[1, 1, 1, 1, 1]"
User 95916,returned,product,2022-02-04,-1,"[1, 1, 1, 1, 0]"
User 83723,cancelled,book,2023-08-19,3030,"[1, 1, 1, 1, 1]"
User 53014,paid,service,2025-01-08,593,"[1, 1, 1, 1, 1]"
User 57064,ordered,product,2022-03-12,-1,"[1, 1, 1, 1, 0]"
User 74570,sold,service,[PAD],4363,"[1, 1, 1, 0, 1]"
User 95699,paid,product,2023-08-18,4013,"[1, 1, 1, 1, 1]"
User 87514,ordered,accessory,2023-04-20,-1,"[1, 1, 1, 1, 0]"
User 29128,paid,service,2023-11-01,1007,"[1, 1, 1, 1, 1]"
User 50335,returned,accessory,[PAD],-1279,"[1, 1, 1, 0, 1]"
User 61913,cancelled,product,2023-10-27,1117,"[1, 1, 1, 1, 1]"
User 80972,paid,product,2024-07-24,2178,"[1, 1, 1, 1, 1]"
User 94906,returned,accessory,2023-01-04,-4223,"[1, 1, 1, 1, 1]"
User 77649,ordered,service,2023-07-13,3755,"[1, 1, 1, 1, 1]"
User 18025,bought,accessory,2025-08-09,3472,"[1, 1, 1, 1, 1]"
User 38544,sold,product,2023-09-29,114,"[1, 1, 1, 1, 1]"
User 31251,returned,service,2022-05-22,-4832,"[1, 1, 1, 1, 1]"
User 67668,returned,product,2022-01-03,-1,"[1, 1, 1, 1, 0]"
User 19502,returned,laptop,2025-09-26,-4712,"[1, 1, 1, 1, 1]"
User 85718,returned,phone,2024-12-23,-3121,"[1, 1, 1, 1, 1]"
User 04006,paid,laptop,2023-06-21,3636,"[1, 1, 1, 1, 1]"
User 17849,sold,laptop,2022-10-20,1260,"[1, 1, 1, 1, 1]"
User 79164,cancelled,phone,2023-04-27,-1,"[1, 1, 1, 1, 0]"
User 40348,sold,phone,[PAD],3301,"[1, 1, 1, 0, 1]"
User 91238,sold,product,2025-07-10,4200,"[1, 1, 1, 1, 1]"
User 38595,ordered,accessory,2023-03-16,-1,"[1, 1, 1, 1, 0]"
User 48845,returned,product,2023-07-03,-4226,"[1, 1, 1, 1, 1]"
User 10402,bought,laptop,2024-09-23,-1,"[1, 1, 1, 1, 0]"
User 67046,paid,book,[PAD],3602,"[1, 1, 1, 0, 1]"
User 89380,sold,laptop,2023-06-15,594,"[1, 1, 1, 1, 1]"
User 33411,returned,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 44338,returned,service,2022-06-07,-1926,"[1, 1, 1, 1, 1]"
User 23554,sold,service,2022-08-27,1734,"[1, 1, 1, 1, 1]"
User 72539,sold,accessory,2025-07-23,4980,"[1, 1, 1, 1, 1]"
User 55352,cancelled,service,2022-11-05,4078,"[1, 1, 1, 1, 1]"
User 30088,cancelled,phone,[PAD],140,"[1, 1, 1, 0, 1]"
User 63629,returned,laptop,2024-05-14,-1,"[1, 1, 1, 1, 0]"
User 50178,returned,service,[PAD],-159,"[1, 1, 1, 0, 1]"
User 64747,sold,phone,[PAD],3581,"[1, 1, 1, 0, 1]"
User 25276,returned,book,2024-07-09,-225,"[1, 1, 1, 1, 1]"
User 70508,returned,phone,2025-10-11,-603,"[1, 1, 1, 1, 1]"
User 87163,returned,laptop,2024-04-14,-1,"[1, 1, 1, 1, 0]"
User 94662,bought,accessory,2022-10-17,1386,"[1, 1, 1, 1, 1]"
User 95747,cancelled,laptop,2025-06-20,3078,"[1, 1, 1, 1, 1]"
User 39271,returned,accessory,[PAD],-3605,"[1, 1, 1, 0, 1]"
User 45807,paid,book,[PAD],1616,"[1, 1, 1, 0, 1]"
User 19649,bought,accessory,2023-11-18,-1,"[1, 1, 1, 1, 0]"
User 81792,bought,phone,2025-12-29,4760,"[1, 1, 1, 1, 1]"
User 04232,sold,accessory,2024-09-04,2628,"[1, 1, 1, 1, 1]"
User 41488,sold,product,2024-08-14,4803,"[1, 1, 1, 1, 1]"
User 96231,ordered,phone,2022-09-01,4594,"[1, 1, 1, 1, 1]"
User 06397,cancelled,service,2024-02-11,3541,"[1, 1, 1, 1, 1]"
User 72303,sold,book,2024-02-17,360,"[1, 1, 1, 1, 1]"
User 81462,returned,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 31121,returned,product,2023-09-11,-3525,"[1, 1, 1, 1, 1]"
User 06492,ordered,phone,2024-10-08,4678,"[1, 1, 1, 1, 1]"
User 59987,returned,laptop,2025-07-04,-2052,"[1, 1, 1, 1, 1]"
User 01029,ordered,service,2023-11-06,1407,"[1, 1, 1, 1, 1]"
User 38456,sold,accessory,[PAD],3096,"[1, 1, 1, 0, 1]"
User 44292,sold,product,2024-12-01,2764,"[1, 1, 1, 1, 1]"
User 04560,ordered,product,2022-04-09,-1,"[1, 1, 1, 1, 0]"
User 13322,bought,book,2024-08-09,1068,"[1, 1, 1, 1, 1]"
User 89719,bought,service,2024-01-19,-1,"[1, 1, 1, 1, 0]"
User 84868,ordered,service,2024-04-28,2369,"[1, 1, 1, 1, 1]"
User 41704,paid,product,2023-05-07,-1,"[1, 1, 1, 1, 0]"
User 53374,cancelled,phone,2025-03-24,4999,"[1, 1, 1, 1, 1]"
User 05791,sold,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 44715,ordered,product,2025-05-14,4272,"[1, 1, 1, 1, 1]"
User 76709,ordered,product,2023-08-16,3376,"[1, 1, 1, 1, 1]"
User 23194,bought,service,2022-01-08,-1,"[1, 1, 1, 1, 0]"
User 98370,bought,phone,[PAD],1589,"[1, 1, 1, 0, 1]"
User 11304,bought,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 53782,cancelled,laptop,[PAD],122,"[1, 1, 1, 0, 1]"
User 08544,returned,service,2023-07-06,-1721,"[1, 1, 1, 1, 1]"
User 64562,paid,book,2023-03-13,667,"[1, 1, 1, 1, 1]"
User 02217,cancelled,book,2022-05-20,4786,"[1, 1, 1, 1, 1]"
User 94641,sold,product,[PAD],954,"[1, 1, 1, 0, 1]"
User 58475,bought,laptop,2025-07-10,-1,"[1, 1, 1, 1, 0]"
User 34056,bought,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 02925,paid,book,[PAD],4277,"[1, 1, 1, 0, 1]"
User 21973,returned,phone,[PAD],-4297,"[1, 1, 1, 0, 1]"
User 03846,ordered,phone,2022-11-11,2301,"[1, 1, 1, 1, 1]"
User 89947,paid,accessory,[PAD],2746,"[1, 1, 1, 0, 1]"
User 73584,sold,book,[PAD],4887,"[1, 1, 1, 0, 1]"
User 49364,returned,product,[PAD],-1035,"[1, 1, 1, 0, 1]"
User 16555,bought,product,2023-08-09,4678,"[1, 1, 1, 1, 1]"
User 17667,paid,phone,2025-02-21,2176,"[1, 1, 1, 1, 1]"
User 89743,cancelled,accessory,2023-12-28,2448,"[1, 1, 1, 1, 1]"
User 53831,cancelled,laptop,2024-07-07,4089,"[1, 1, 1, 1, 1]"
User 30553,cancelled,laptop,2024-04-01,327,"[1, 1, 1, 1, 1]"
User 02401,ordered,laptop,2024-01-25,1287,"[1, 1, 1, 1, 1]"
User 99932,returned,book,2023-02-27,-763,"[1, 1, 1, 1, 1]"
User 16773,cancelled,laptop,2025-05-16,3510,"[1, 1, 1, 1, 1]"
User 32200,ordered,phone,2023-01-25,-1,"[1, 1, 1, 1, 0]"
User 60745,bought,laptop,2023-07-12,3838,"[1, 1, 1, 1, 1]"
User 21678,cancelled,book,2023-07-20,1485,"[1, 1, 1, 1, 1]"
User 33299,cancelled,laptop,2022-02-02,1342,"[1, 1, 1, 1, 1]"
User 39712,ordered,product,2025-08-05,-1,"[1, 1, 1, 1, 0]"
User 02606,ordered,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 79407,sold,product,2022-04-28,3893,"[1, 1, 1, 1, 1]"
User 62931,cancelled,service,2023-03-06,-1,"[1, 1, 1, 1, 0]"
User 10997,ordered,phone,2025-03-17,4423,"[1, 1, 1, 1, 1]"
User 50387,returned,book,2022-10-22,-1,"[1, 1, 1, 1, 0]"
User 58518,ordered,phone,2022-09-07,2303,"[1, 1, 1, 1, 1]"
User 19144,returned,product,2023-03-11,-1,"[1, 1, 1, 1, 0]"
User 59935,sold,product,2022-07-25,-1,"[1, 1, 1, 1, 0]"
User 58871,sold,service,2024-08-16,2927,"[1, 1, 1, 1, 1]"
User 11237,bought,service,2025-02-01,4513,"[1, 1, 1, 1, 1]"
User 69613,ordered,product,[PAD],2773,"[1, 1, 1, 0, 1]"
User 96164,sold,phone,2023-03-26,-1,"[1, 1, 1, 1, 0]"
User 14125,paid,product,2023-05-16,2765,"[1, 1, 1, 1, 1]"
User 25001,ordered,phone,2022-02-10,2551,"[1, 1, 1, 1, 1]"
User 75520,paid,phone,2023-08-17,3149,"[1, 1, 1, 1, 1]"
User 77491,returned,accessory,2022-02-18,-742,"[1, 1, 1, 1, 1]"
User 31508,bought,accessory,2024-03-03,2996,"[1, 1, 1, 1, 1]"
User 88463,paid,laptop,[PAD],2470,"[1, 1, 1, 0, 1]"
User 99137,ordered,book,[PAD],534,"[1, 1, 1, 0, 1]"
User 87196,returned,laptop,2024-09-27,-3874,"[1, 1, 1, 1, 1]"
User 72958,ordered,laptop,2024-12-21,-1,"[1, 1, 1, 1, 0]"
User 32565,cancelled,phone,2024-09-28,-1,"[1, 1, 1, 1, 0]"
User 39261,returned,accessory,[PAD],-758,"[1, 1, 1, 0, 1]"
User 30835,sold,phone,2023-11-25,-1,"[1, 1, 1, 1, 0]"
User 93589,sold,accessory,[PAD],1286,"[1, 1, 1, 0, 1]"
User 38651,sold,accessory,2022-11-12,3527,"[1, 1, 1, 1, 1]"
User 12146,cancelled,phone,2025-09-14,1914,"[1, 1, 1, 1, 1]"
User 37292,returned,accessory,2023-08-15,-3824,"[1, 1, 1, 1, 1]"
User 53683,ordered,product,2025-09-16,-1,"[1, 1, 1, 1, 0]"
User 72691,bought,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 90547,returned,service,[PAD],-729,"[1, 1, 1, 0, 1]"
User 46019,bought,service,2023-03-15,1144,"[1, 1, 1, 1, 1]"
User 73736,cancelled,product,2023-11-25,-1,"[1, 1, 1, 1, 0]"
User 59981,ordered,laptop,2025-04-26,1859,"[1, 1, 1, 1, 1]"
User 86437,bought,accessory,2022-11-21,-1,"[1, 1, 1, 1, 0]"
User 95464,bought,service,2024-10-15,3621,"[1, 1, 1, 1, 1]"
User 53398,ordered,accessory,2025-06-22,2458,"[1, 1, 1, 1, 1]"
User 31400,returned,book,[PAD],-4762,"[1, 1, 1, 0, 1]"
User 04986,bought,accessory,2025-10-09,-1,"[1, 1, 1, 1, 0]"
User 02299,sold,accessory,[PAD],2805,"[1, 1, 1, 0, 1]"
User 12073,ordered,product,2022-12-13,611,"[1, 1, 1, 1, 1]"
User 91528,ordered,book,2024-09-27,-1,"[1, 1, 1, 1, 0]"
User 27025,returned,book,2022-05-10,-1,"[1, 1, 1, 1, 0]"
User 49464,ordered,laptop,[PAD],3719,"[1, 1, 1, 0, 1]"
User 72509,bought,accessory,2025-05-01,128,"[1, 1, 1, 1, 1]"
User 62305,cancelled,product,2023-06-03,4783,"[1, 1, 1, 1, 1]"
User 65405,sold,phone,2023-12-26,4100,"[1, 1, 1, 1, 1]"
User 14580,ordered,book,2024-12-04,393,"[1, 1, 1, 1, 1]"
User 99641,bought,product,[PAD],3547,"[1, 1, 1, 0, 1]"
User 94178,ordered,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 64255,ordered,accessory,2024-05-29,4776,"[1, 1, 1, 1, 1]"
User 74009,cancelled,service,[PAD],3421,"[1, 1, 1, 0, 1]"
User 01702,bought,phone,2022-04-14,4758,"[1, 1, 1, 1, 1]"
User 62053,sold,phone,2025-03-19,2088,"[1, 1, 1, 1, 1]"
User 18134,sold,accessory,2022-01-23,4957,"[1, 1, 1, 1, 1]"
User 60063,paid,phone,2022-02-21,1034,"[1, 1, 1, 1, 1]"
User 66761,returned,phone,2025-12-05,-3344,"[1, 1, 1, 1, 1]"
User 36616,ordered,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 85346,sold,phone,2025-07-21,2883,"[1, 1, 1, 1, 1]"
User 14554,ordered,service,2025-10-12,3074,"[1, 1, 1, 1, 1]"
User 78147,returned,accessory,2025-01-22,-3625,"[1, 1, 1, 1, 1]"
User 74200,paid,laptop,2022-09-24,1751,"[1, 1, 1, 1, 1]"
User 28813,cancelled,phone,[PAD],3003,"[1, 1, 1, 0, 1]"
User 19658,returned,book,[PAD],-2485,"[1, 1, 1, 0, 1]"
User 47675,paid,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 44011,cancelled,accessory,2023-06-12,-1,"[1, 1, 1, 1, 0]"
User 24453,paid,service,2025-09-27,3655,"[1, 1, 1, 1, 1]"
User 54875,ordered,service,2022-05-09,-1,"[1, 1, 1, 1, 0]"
User 91537,sold,product,2022-09-13,-1,"[1, 1, 1, 1, 0]"
User 28820,paid,product,2024-08-18,4335,"[1, 1, 1, 1, 1]"
User 54233,bought,service,2024-01-17,-1,"[1, 1, 1, 1, 0]"
User 41421,paid,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 39322,paid,accessory,2025-09-02,1937,"[1, 1, 1, 1, 1]"
User 66899,sold,accessory,2025-02-22,1966,"[1, 1, 1, 1, 1]"
User 47608,bought,laptop,2023-06-23,2156,"[1, 1, 1, 1, 1]"
User 32604,ordered,phone,2024-12-09,3903,"[1, 1, 1, 1, 1]"
User 06797,sold,book,2024-05-28,-1,"[1, 1, 1, 1, 0]"
User 93935,bought,phone,2023-11-26,814,"[1, 1, 1, 1, 1]"
User 90633,ordered,book,2023-11-29,-1,"[1, 1, 1, 1, 0]"
User 72802,ordered,service,2024-12-22,-1,"[1, 1, 1, 1, 0]"
User 72520,ordered,book,2022-07-23,4637,"[1, 1, 1, 1, 1]"
User 09894,sold,laptop,2024-10-31,-1,"[1, 1, 1, 1, 0]"
User 97623,ordered,product,[PAD],2275,"[1, 1, 1, 0, 1]"
User 79981,bought,phone,2022-09-05,3086,"[1, 1, 1, 1, 1]"
User 41627,ordered,service,2023-08-22,2577,"[1, 1, 1, 1, 1]"
User 55993,ordered,service,2022-09-18,4385,"[1, 1, 1, 1, 1]"
User 63954,bought,book,2024-01-26,2702,"[1, 1, 1, 1, 1]"
User 74020,bought,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 23476,bought,book,2025-09-04,1833,"[1, 1, 1, 1, 1]"
User 13143,ordered,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 99741,ordered,laptop,2025-06-07,1835,"[1, 1, 1, 1, 1]"
User 40734,bought,accessory,2022-06-16,887,"[1, 1, 1, 1, 1]"
User 33705,paid,accessory,2025-02-20,239,"[1, 1, 1, 1, 1]"
User 49330,sold,service,2022-02-05,4572,"[1, 1, 1, 1, 1]"
User 41336,sold,service,2022-11-11,1568,"[1, 1, 1, 1, 1]"
User 60188,bought,accessory,2022-10-18,4447,"[1, 1, 1, 1, 1]"
User 85055,returned,product,2022-08-23,-1,"[1, 1, 1, 1, 0]"
User 29211,cancelled,service,[PAD],2084,"[1, 1, 1, 0, 1]"
User 92565,paid,book,2023-12-22,3005,"[1, 1, 1, 1, 1]"
User 19732,bought,book,2024-03-08,4369,"[1, 1, 1, 1, 1]"
User 65167,returned,service,2022-06-27,-4990,"[1, 1, 1, 1, 1]"
User 48333,returned,service,2024-04-26,-849,"[1, 1, 1, 1, 1]"
User 76377,returned,book,2024-10-17,-756,"[1, 1, 1, 1, 1]"
User 03157,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 98371,sold,service,2022-07-30,4586,"[1, 1, 1, 1, 1]"
User 97554,returned,product,[PAD],-1887,"[1, 1, 1, 0, 1]"
User 39680,cancelled,service,[PAD],889,"[1, 1, 1, 0, 1]"
User 70273,sold,phone,[PAD],4428,"[1, 1, 1, 0, 1]"
User 85504,paid,laptop,2024-06-10,2763,"[1, 1, 1, 1, 1]"
User 94683,bought,laptop,2024-06-13,305,"[1, 1, 1, 1, 1]"
User 25505,bought,laptop,2025-12-09,4853,"[1, 1, 1, 1, 1]"
